	Barretts_12_EGAF00000525202	Barretts_19_EGAF00000530863	Barretts_6_EGAF00000560127	Barretts_22_EGAF00000525458	Barretts_23_EGAF00000501983	Barretts_15_EGAF00000525456	Barretts_21_EGAF00000560126	Barretts_5_EGAF00000525462	Barretts_2_EGAF00000525461	Barretts_20_EGAF00000560125	Barretts_4_EGAF00000525457	Barretts_11_EGAF00000586502	Barretts_17_EGAF00000525463	Barretts_13_EGAF00000525459	Barretts_3_EGAF00000560128	Barretts_8_EGAF00000525460	Barretts_7_EGAF00000501982	Barretts_18_EGAF00000560130	Barretts_10_EGAF00000530875	Barretts_16_EGAF00000525464	Barretts_9_EGAF00000525201	Barretts_1_EGAF00000501981	Barretts_14_EGAF00000560129
G000020605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021025	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0
G000021325	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021705	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021865	3.0	0	1.0	5.0	0	11.0	3.0	5.0	6.0	2.0	4.0	7.0	5.0	6.0	2.0	10.0	0	1.0	3.0	7.0	7.0	0	1.0
G000021885	0	0	0	3.0	0	116.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0
G000022005	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022305	0	0	2.0	30.0	0	31.0	1.0	23.0	25.0	4.0	18.0	4.0	32.0	11.0	1.0	18.0	0	3.0	1.0	18.0	0	1.0	1.0
G000022905	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000022965	0	0	0	10.0	2.0	7.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
G000023065	0	0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023145	0	0	1.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0
G000023205	0	11.0	6.0	0	9.0	3.0	6.0	0	0	0	7.0	0	1.0	0	6.0	0	2.0	0	0	0	0	10.0	0
G000023245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023285	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0
G000023405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023605	1.0	0	0	2.0	0	5.0	1.0	3.0	3.0	1.0	3.0	2.0	3.0	2.0	1.0	3.0	0	1.0	1.0	2.0	2.0	0	0
G000023705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023845	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	4.0	0
G000023885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023905	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0
G000024065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024205	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024225	0	0	0	0	0	34.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	2.0	0
G000024285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0
G000024405	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024765	1.0	0	1.0	1.0	0	2.0	1.0	1.0	1.0	0	2.0	1.0	1.0	0	0	1.0	0	0	0	2.0	1.0	0	0
G000024785	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0
G000024925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024945	1.0	0	0	7.0	4.0	512.0	0	3.0	0	0	0	4.0	0	0	1.0	0	9.0	1.0	20.0	0	0	6.0	0
G000025085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025205	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025225	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025305	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025345	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000025405	2.0	0	1.0	3.0	0	6.0	1.0	4.0	3.0	1.0	4.0	2.0	3.0	3.0	1.0	3.0	0	1.0	1.0	3.0	2.0	0	1.0
G000025565	118.0	0	58.0	208.0	0	316.0	68.0	225.0	184.0	55.0	197.0	151.0	213.0	144.0	62.0	190.0	0	62.0	77.0	165.0	173.0	0	55.0
G000025925	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025945	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026105	0	0	1.0	0	0	3.0	0	1.0	4.0	0	0	0	1.0	4.0	0	1.0	0	0	0	4.0	0	0	0
G000026125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026325	1748.0	0	871.0	3254.0	1.0	4684.0	997.0	3377.0	2902.0	789.0	2976.0	2264.0	3382.0	2259.0	952.0	3033.0	0	1009.0	1217.0	2815.0	2465.0	0	680.0
G000026345	1646.0	0	815.0	3057.0	1.0	4418.0	951.0	3167.0	2729.0	747.0	2823.0	2141.0	3179.0	2089.0	894.0	2832.0	0	965.0	1154.0	2619.0	2362.0	0	655.0
G000026405	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026745	0	1.0	0	0	0	30.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0
G000027145	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000027225	1.0	0	0	1.0	0	4.0	0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	0	1.0	0	0	1.0	2.0	1.0	0	0
G000027305	0	6.0	0	19.0	0	1252.0	0	0	0	0	0	0	9.0	0	0	0	2.0	0	28.0	0	3.0	0	0
G000055785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G000056065	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000064305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000067205	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
G000069185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G000069965	0	0	0	1.0	0	3.0	0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0
G000072485	0	0	0	2.0	0	2.0	0	4.0	2.0	0	5.0	0	0	2.0	1.0	4.0	0	0	1.0	7.0	0	0	0
G000091125	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091325	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091465	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091545	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091565	1.0	0	0	3.0	0	5.0	1.0	4.0	3.0	1.0	3.0	2.0	2.0	3.0	0	3.0	0	1.0	1.0	3.0	2.0	0	1.0
G000091765	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000091985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092025	0	1.0	0	0	0	0	2.0	0	4.0	1.0	3.0	2.0	4.0	2.0	0	3.0	0	0	0	1.0	1.0	0	0
G000092045	0	0	0	1.0	0	2.0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0	1.0	0	1.0	0	0
G000092125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000092985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000093025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000143145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000143825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0
G000143845	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000144405	4.0	48.0	0	27.0	117.0	4119.0	4.0	17.0	1.0	0	4.0	0	0	2.0	13.0	2.0	27.0	3.0	84.0	0	2.0	123.0	0
G000144605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000144625	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000144735	2.0	24.0	2.0	9.0	26.0	16.0	3.0	3.0	3.0	5.0	19.0	0	4.0	13.0	72.0	10.0	17.0	2.0	13.0	10.0	3.0	24.0	4.0
G000145235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000145515	2.0	24.0	2.0	9.0	26.0	16.0	3.0	3.0	3.0	5.0	19.0	0	4.0	13.0	72.0	10.0	17.0	2.0	13.0	10.0	3.0	24.0	4.0
G000145555	2.0	24.0	2.0	9.0	26.0	16.0	3.0	4.0	2.0	5.0	19.0	0	4.0	12.0	72.0	9.0	17.0	2.0	13.0	10.0	3.0	24.0	5.0
G000146165	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000146185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000146345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000146675	0	0	0	0	0	576.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000146855	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000147055	1.0	0	1.0	4.0	0	7.0	1.0	3.0	3.0	1.0	2.0	2.0	3.0	2.0	0	3.0	0	1.0	0	2.0	2.0	0	0
G000147675	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
G000147835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000148645	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000148725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152745	0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0
G000152805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000152885	0	0	0	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153025	0	0	0	1.0	0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0
G000153125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153245	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153405	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153605	0	0	1.0	1.0	0	2.0	0	1.0	1.0	0	1.0	1.0	1.0	0	0	0	0	0	1.0	0	1.0	0	0
G000153705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000153925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154205	0	0	0	0	0	3.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154225	0	5.0	0	10.0	31.0	255.0	0	6.0	0	1.0	0	6.0	0	0	18.0	2.0	17.0	18.0	2.0	0	8.0	26.0	0
G000154285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154345	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G000154485	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154505	14.0	0	6.0	11.0	0	15.0	7.0	13.0	13.0	4.0	12.0	9.0	16.0	7.0	5.0	10.0	0	7.0	10.0	11.0	15.0	0	5.0
G000154525	0	0	0	0	0	21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000154845	0	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155205	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0
G000155435	2.0	0	2.0	5.0	0	7.0	2.0	4.0	3.0	1.0	6.0	3.0	5.0	2.0	2.0	4.0	0	1.0	1.0	4.0	3.0	0	1.0
G000155495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155715	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155775	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000155955	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000156175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000156435	7.0	0	2.0	7.0	0	8.0	3.0	7.0	7.0	3.0	7.0	4.0	8.0	5.0	2.0	6.0	0	3.0	4.0	6.0	6.0	0	2.0
G000156535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000156595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000156675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157355	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157895	0	2.0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0
G000157915	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157935	0	0	0	0	0	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000157975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158215	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158275	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000158495	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
G000158615	0	0	0	1.0	5.0	215.0	0	0	0	0	0	0	4.0	0	0	0	4.0	0	10.0	10.0	0	0	0
G000158935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159015	1.0	0	0	2.0	0	3.0	1.0	2.0	2.0	0	4.0	2.0	2.0	2.0	0	2.0	0	1.0	1.0	2.0	1.0	0	0
G000159035	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159075	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159095	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0
G000159115	0	0	0	1.0	2.0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0
G000159155	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0
G000159215	0	0	0	2.0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	0	0	1.0	0	0	0	1.0	1.0	0	0
G000159235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000159635	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	1.0	0	1.0	2.0	0	0	0	0	1.0	0	0	0
G000159995	0	0	0	0	0	836.0	2.0	0	0	0	0	0	0	0	2.0	0	4.0	1.0	24.0	3.0	0	6.0	0
G000160035	0	0	0	0	0	36.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000160055	0	0	0	0	0	89.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000160075	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	1.0	0
G000160095	0	0	0	1.0	0	1.0	0	1.0	2.0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0
G000160115	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000160135	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000160435	0	1.0	0	0	2.0	60.0	0	0	0	0	0	0	0	0	0	0	1.0	0	6.0	1.0	0	6.0	0
G000160455	29319.0	0	49115.0	97192.0	0	141469.0	56274.0	101047.0	87642.0	45731.0	90029.0	40156.0	102736.0	68844.0	55382.0	91112.0	0	58454.0	20141.0	82457.0	42197.0	0	41445.0
G000160535	0	0	0	0	0	281.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000160555	0	0	0	0	0	147.0	0	1.0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	4.0	0
G000160635	0	2.0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	3.0	0
G000160675	0	0	0	1.0	0	19.0	0	1.0	0	0	0	1.0	0	2.0	0	0	0	0	2.0	0	0	3.0	0
G000160695	2.0	6.0	0	9.0	0	301.0	0	5.0	0	0	0	0	0	0	3.0	0	2.0	0	4.0	0	0	7.0	0
G000160835	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000160875	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000161755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000161895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000161935	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000161975	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162015	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162475	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
G000162875	0	0	0	0	0	129.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000162895	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000163595	1.0	0	0	3.0	0	6.0	1.0	4.0	3.0	1.0	3.0	1.0	4.0	2.0	1.0	3.0	0	1.0	1.0	4.0	3.0	0	1.0
G000163695	0	0	0	6.0	2.0	74.0	0	0	0	0	0	0	0	0	2.0	0	0	0	8.0	0	0	24.0	0
G000163775	0	0	0	1.0	0	93.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000163895	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000164135	0	8.0	0	3.0	7.0	0	7.0	0	0	0	3.0	0	2.0	4.0	4.0	3.0	8.0	0	0	0	0	2.0	1.0
G000164635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000164675	2.0	7.0	0	13.0	12.0	442.0	2.0	0	0	0	0	2.0	0	0	4.0	0	13.0	3.0	172.0	0	8.0	21.0	0
G000164695	0	0	0	7.0	34.0	61.0	7.0	0	0	0	0	0	1.0	2.0	0	0	7.0	1.0	12.0	0	0	258.0	0
G000164865	12.0	0	6.0	21.0	0	37.0	8.0	26.0	21.0	6.0	25.0	19.0	25.0	17.0	5.0	24.0	0	9.0	8.0	21.0	20.0	0	7.0
G000165465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000165505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000165735	6.0	16.0	0	2.0	45.0	319.0	4.0	2.0	0	0	0	0	0	0	23.0	0	0	6.0	3.0	0	4.0	29.0	0
G000165905	0	0	0	0	0	88.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G000166055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000166415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000167195	1.0	0	0	2.0	0	4.0	1.0	3.0	2.0	0	3.0	2.0	2.0	1.0	0	2.0	0	1.0	2.0	2.0	1.0	0	1.0
G000168975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000169035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000169155	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000169235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000169255	11.0	0	4.0	6.0	0	10.0	6.0	8.0	7.0	4.0	7.0	3.0	11.0	5.0	2.0	8.0	0	5.0	7.0	8.0	9.0	0	3.0
G000169415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000169655	1.0	0	0	2.0	0	8.0	1.0	2.0	2.0	0	2.0	1.0	2.0	1.0	1.0	2.0	0	0	1.0	2.0	1.0	0	0
G000170755	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0
G000170915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000171615	4.0	0	2.0	8.0	0	12.0	2.0	8.0	6.0	2.0	8.0	6.0	9.0	6.0	3.0	7.0	0	3.0	5.0	10.0	5.0	0	0
G000171835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000172375	0	0	0	2.0	0	75.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
G000173655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0
G000173675	0	0	0	0	0	35.0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	2.0	0
G000173795	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
